Step,Epoch,Total_Tokens,Task_Loss,Geo_Loss,Collapse_Penalty,Perplexity,Silhouette,Mean_Speed
0,1,0,9.5365629196167,1.7354860305786133,0.0,13857.2373046875,0.013204194605350494,0.12472450733184814
50,1,76800,9.516204833984375,1.7388097047805786,0.0,13577.9833984375,0.01325149554759264,0.12495028972625732
100,1,153600,9.19571304321289,2.2993104457855225,0.0,9854.791015625,0.01390983909368515,0.1715829074382782
150,1,230400,7.801261901855469,6.025461196899414,0.14389383792877197,2443.68359375,0.014179793186485767,0.47194692492485046
200,1,307200,7.3064351081848145,4.900659084320068,0.05754810571670532,1489.8565673828125,0.004988458007574081,0.42877405881881714
250,1,384000,6.835170745849609,3.913489818572998,0.0073160529136657715,929.9871826171875,0.008630176074802876,0.40365803241729736
300,1,460800,6.546606540679932,3.340792655944824,0.0,696.8753051757812,-0.0070832413621246815,0.39653387665748596
350,1,537600,6.7430877685546875,3.028208017349243,0.0,848.1757202148438,0.006142446305602789,0.38805824518203735
400,1,614400,6.535015106201172,2.7065513134002686,0.012676835060119629,688.8441772460938,0.001556582748889923,0.4063384234905243
450,1,691200,6.495229244232178,2.4729275703430176,0.0,661.9759521484375,0.02806013822555542,0.38557058572769165
500,1,768000,6.2457275390625,2.4177563190460205,0.0,515.8043823242188,0.03736266493797302,0.39219599962234497
550,1,844800,6.335414409637451,2.243285655975342,0.0,564.2031860351562,0.04119935259222984,0.37586280703544617
600,1,921600,6.090784549713135,2.2248075008392334,0.015798747539520264,441.76788330078125,0.03870155289769173,0.4078993797302246
650,1,998400,6.279865264892578,2.108107089996338,0.0,533.716796875,0.04357682168483734,0.3993590176105499
700,1,1075200,6.194732666015625,2.123538017272949,0.0,490.160400390625,0.038321297615766525,0.38371405005455017
750,1,1152000,6.137332916259766,1.9371819496154785,0.0,462.81756591796875,0.035310324281454086,0.3942506015300751
800,1,1228800,6.224502086639404,1.924020528793335,0.0,504.9715576171875,0.03801935911178589,0.38810455799102783
850,1,1305600,5.965569019317627,1.8483999967575073,0.0,389.7747497558594,0.019240302965044975,0.38646140694618225
900,1,1382400,5.979831218719482,2.041280746459961,0.0,395.3736267089844,0.030633682385087013,0.39903971552848816
950,1,1459200,6.000413417816162,1.786757230758667,0.0,403.5956115722656,0.005441190209239721,0.378427654504776
1000,1,1536000,6.107956409454346,1.7788329124450684,0.010994434356689453,449.4193420410156,0.03585575893521309,0.4054972231388092
1050,1,1612800,6.06378698348999,1.8000560998916626,0.008665084838867188,430.0007629394531,0.03366914391517639,0.40433254837989807
1100,1,1689600,6.01443338394165,1.7875258922576904,0.008489131927490234,409.2938537597656,0.03945488855242729,0.4042445719242096
1150,1,1766400,5.860023498535156,1.7247284650802612,0.0,350.7323913574219,0.02156057395040989,0.3987372815608978
1200,1,1843200,5.995645999908447,1.7693090438842773,0.0,401.67608642578125,0.024498581886291504,0.3794049322605133
1250,1,1920000,5.727774143218994,1.7787556648254395,0.0,307.2845458984375,0.019555004313588142,0.39372068643569946
1300,1,1996800,5.812458038330078,1.7579797506332397,0.01861286163330078,334.440185546875,0.042472392320632935,0.40930643677711487
1350,1,2073600,5.859396457672119,1.7597633600234985,0.02634572982788086,350.5125427246094,0.031456708908081055,0.4131728708744049
1400,1,2150400,5.8303375244140625,1.6892273426055908,0.0,340.47357177734375,0.03292137384414673,0.39761632680892944
1450,1,2227200,5.767225742340088,1.7144217491149902,0.0,319.6496887207031,0.025944901630282402,0.3914828896522522
1500,1,2304000,5.789661407470703,1.6390219926834106,0.0,326.9023132324219,0.02481338568031788,0.38245415687561035
1550,1,2380800,5.479673862457275,1.742743968963623,0.029173314571380615,239.76849365234375,0.012612233869731426,0.4145866632461548
1600,1,2457600,5.6988043785095215,1.6370326280593872,0.02545452117919922,298.5102844238281,0.015838367864489555,0.4127272665500641
1650,1,2534400,5.591339111328125,1.6509631872177124,0.009090662002563477,268.0943908691406,0.02975003980100155,0.4045453369617462
1700,1,2611200,5.633441925048828,1.6231560707092285,0.0,279.6228942871094,0.020453816279768944,0.39616796374320984
1750,1,2688000,5.614208698272705,1.6941524744033813,0.0,274.2962341308594,0.013530366122722626,0.39499717950820923
1800,1,2764800,5.635996341705322,1.635885238647461,0.0,280.33807373046875,0.016389451920986176,0.394388347864151
1850,1,2841600,5.679828643798828,1.5874031782150269,0.0,292.89923095703125,0.01007088739424944,0.3847998082637787
1900,1,2918400,5.817254543304443,1.590313196182251,0.0,336.0481872558594,0.0038179680705070496,0.38887497782707214
1950,1,2995200,5.60385274887085,1.5783778429031372,0.0013229846954345703,271.4703063964844,-0.002677813172340393,0.40066149830818176
2000,1,3072000,5.56566858291626,1.5758668184280396,0.0,261.2998352050781,0.005877021700143814,0.3931336998939514
2050,1,3148800,5.663200378417969,1.562612533569336,0.0,288.069091796875,0.008361756801605225,0.3959537148475647
2100,1,3225600,5.84746789932251,1.5469721555709839,0.0,346.35626220703125,0.018964005634188652,0.3722084164619446
2150,1,3302400,5.63511323928833,1.4752976894378662,0.0,280.09063720703125,0.014594855718314648,0.393435001373291
2200,1,3379200,5.664249897003174,1.4996538162231445,0.008328914642333984,288.3716125488281,0.006268096622079611,0.40416446328163147
2250,1,3456000,5.586118221282959,1.4613099098205566,0.0,266.6983337402344,0.009685307741165161,0.3830179274082184
2300,1,3532800,5.448784351348877,1.4684849977493286,0.0014429688453674316,232.4753875732422,0.023342201486229897,0.4007214903831482
2350,1,3609600,5.532419204711914,1.5097042322158813,0.0,252.754638671875,0.03226922079920769,0.3729136884212494
2400,1,3686400,5.306652069091797,1.47384512424469,0.0,201.6739044189453,0.022951802238821983,0.38049381971359253
2450,1,3763200,5.546504974365234,1.4411247968673706,0.019536733627319336,256.340087890625,0.023090055212378502,0.40976837277412415
2500,1,3840000,5.596351623535156,1.4324084520339966,0.0,269.44158935546875,0.015874674543738365,0.3868475556373596
2550,1,3916800,5.588357448577881,1.431079626083374,0.0,267.2962341308594,0.019339032471179962,0.3783932328224182
2600,1,3993600,5.50518274307251,1.4243253469467163,0.0,245.96340942382812,0.01605151779949665,0.37787774205207825
2650,1,4070400,5.394612789154053,1.4426567554473877,0.0,220.2168731689453,0.01563320867717266,0.39953628182411194
2700,1,4147200,5.4346022605896,1.4530431032180786,0.0017528533935546875,229.20169067382812,0.0038879935164004564,0.4008764326572418
2750,1,4224000,5.673984527587891,1.450568437576294,0.0,291.1925048828125,0.00838808435946703,0.3879980444908142
2800,1,4300800,5.363729000091553,1.442233681678772,0.0,213.51968383789062,0.02167908288538456,0.3955235779285431
2850,1,4377600,5.337436199188232,1.4001940488815308,0.0,207.97882080078125,0.017890240997076035,0.3886311650276184
2900,1,4454400,5.44381856918335,1.4481427669525146,0.0,231.32382202148438,0.011666218750178814,0.3842834234237671
2950,1,4531200,5.407240390777588,1.4160982370376587,0.002777576446533203,223.01531982421875,0.018379338085651398,0.4013887941837311
3000,1,4608000,5.571727752685547,1.3910436630249023,0.0,262.8879089355469,0.008282560855150223,0.38224753737449646
3050,1,4684800,5.47217321395874,1.3616825342178345,0.01124560832977295,237.976806640625,0.016056658700108528,0.40562281012535095
3100,1,4761600,5.5531005859375,1.360512137413025,0.02047199010848999,258.036376953125,0.006002587731927633,0.4102360010147095
3150,1,4838400,5.140152454376221,1.4324374198913574,0.005984663963317871,170.74180603027344,0.009106121957302094,0.4029923379421234
3200,1,4915200,5.226609706878662,1.3405247926712036,0.0,186.16058349609375,0.006685634609311819,0.3788495659828186
3250,1,4992000,5.3036417961120605,1.364328384399414,0.0,201.06771850585938,-0.0005817686324007809,0.3891574442386627
3300,1,5068800,5.329971790313721,1.3515655994415283,0.0,206.43214416503906,0.003697919426485896,0.37442848086357117
3350,1,5145600,5.528242111206055,1.3744897842407227,0.00547558069229126,251.70106506347656,-0.0022570539731532335,0.4027377963066101
3400,1,5222400,5.394986629486084,1.3841869831085205,0.027413129806518555,220.2991943359375,-0.002261906862258911,0.41370657086372375
3450,1,5299200,5.314062595367432,1.3401341438293457,0.0,203.17398071289062,-0.006972387433052063,0.39220523834228516
3500,1,5376000,5.569563388824463,1.364101529121399,0.0,262.3195495605469,0.00210551917552948,0.3907214105129242
3550,1,5452800,5.147500514984131,1.372135877609253,0.0,172.0010528564453,0.002313166856765747,0.38052380084991455
3600,1,5529600,5.271005153656006,1.3783667087554932,0.0,194.61148071289062,0.001157031743787229,0.39504221081733704
3650,1,5606400,5.314856052398682,1.344131350517273,0.0,203.3352508544922,0.0052600703202188015,0.3957994878292084
3700,1,5683200,5.176315784454346,1.3442165851593018,0.0,177.02940368652344,0.004755483474582434,0.38812950253486633
3750,1,5760000,5.363494873046875,1.3485937118530273,0.0,213.4696807861328,0.005280212964862585,0.3960755169391632
3800,1,5836800,5.383237361907959,1.338022232055664,0.0,217.7259979248047,0.013820145279169083,0.3954283595085144
3850,1,5913600,5.302382469177246,1.357264518737793,0.0,200.81468200683594,0.017031380906701088,0.3950100243091583
3900,1,5990400,5.24860954284668,1.3361893892288208,0.0,190.30148315429688,0.015923459082841873,0.3911844491958618
3950,1,6067200,5.359476566314697,1.3098021745681763,0.0,212.61363220214844,0.009899896569550037,0.39316418766975403
4000,1,6144000,5.3115997314453125,1.341225266456604,0.0,202.6741943359375,0.008348982781171799,0.3917897641658783
4050,1,6220800,5.323238372802734,1.3290148973464966,0.0,205.0468292236328,0.003487924812361598,0.3912650942802429
4100,1,6297600,5.478176116943359,1.3145177364349365,0.0,239.40965270996094,0.009880428202450275,0.38316085934638977
4150,1,6374400,5.292762279510498,1.3048769235610962,0.0,198.89205932617188,0.004098770674318075,0.38644593954086304
4200,1,6451200,5.461843490600586,1.3005635738372803,0.0,235.53121948242188,0.009928486309945583,0.39157068729400635
4250,1,6528000,5.17604398727417,1.2936341762542725,0.0,176.9812774658203,0.005149127449840307,0.39016783237457275
4300,1,6604800,5.193376064300537,1.3099995851516724,0.0,180.0754852294922,0.008041627705097198,0.3987334072589874
4350,1,6681600,5.0288405418396,1.3421480655670166,0.0,152.7557830810547,0.0074045234359800816,0.39961397647857666
4400,1,6758400,5.021823883056641,1.2764356136322021,0.0,151.68771362304688,0.0062313140369951725,0.39024144411087036
4450,1,6835200,5.513697147369385,1.3057212829589844,0.0009236931800842285,248.0665740966797,0.004194954875856638,0.4004618525505066
4500,1,6912000,5.278768539428711,1.284365177154541,0.0,196.12820434570312,0.009173820726573467,0.3931984007358551
4550,1,6988800,5.327643871307373,1.3221018314361572,0.0,205.9521484375,0.002762154908850789,0.3929935097694397
4600,1,7065600,5.2353949546813965,1.3278871774673462,0.019482731819152832,187.8032684326172,0.003903110744431615,0.4097413718700409
4650,1,7142400,5.363264560699463,1.274263620376587,0.0,213.4205322265625,0.013266206718981266,0.36412423849105835
4700,1,7219200,5.06592321395874,1.302107334136963,0.0,158.52671813964844,0.00491087744012475,0.39853546023368835
4750,1,7296000,5.146085739135742,1.3158830404281616,0.0,171.75787353515625,0.009948062710464,0.3877442479133606
4800,1,7372800,5.183451175689697,1.2572535276412964,0.0,178.29708862304688,0.015258661471307278,0.38101255893707275
4850,1,7449600,5.1481194496154785,1.2655025720596313,0.003752291202545166,172.10752868652344,0.012422456406056881,0.40187615156173706
4900,1,7526400,5.204826831817627,1.2663066387176514,0.0,182.1493377685547,0.017819032073020935,0.3976167142391205
4950,1,7603200,5.132464408874512,1.240929126739502,0.0332951545715332,169.4341583251953,0.022702768445014954,0.4166475832462311
5000,1,7680000,5.199568271636963,1.2454755306243896,0.0,181.19398498535156,0.01176886260509491,0.386067271232605
5050,1,7756800,5.15923547744751,1.2528940439224243,0.0020591020584106445,174.03134155273438,0.009301561862230301,0.4010295569896698
5100,1,7833600,5.252124786376953,1.2293421030044556,0.0,190.97161865234375,0.005268157925456762,0.3833717703819275
5150,1,7910400,5.227436542510986,1.3166677951812744,0.011751234531402588,186.31459045410156,0.011277553625404835,0.40587562322616577
5200,1,7987200,5.087367534637451,1.2583563327789307,0.010418951511383057,161.9629364013672,0.014958948828279972,0.405209481716156
5250,1,8064000,5.161336421966553,1.248048186302185,0.0,174.39736938476562,-0.0049188025295734406,0.390414297580719
5300,1,8140800,5.056045055389404,1.3045573234558105,0.0,156.96849060058594,0.004872302059084177,0.3886467218399048
5350,1,8217600,4.945969104766846,1.2418005466461182,0.006133139133453369,140.60704040527344,0.002316390397027135,0.40306657552719116
5400,1,8294400,5.00865364074707,1.221375823020935,0.0,149.70303344726562,-0.002707767067477107,0.3948541283607483
5450,1,8371200,5.236265659332275,1.2396482229232788,0.0,187.9668731689453,0.006142217665910721,0.3965732753276825
5500,1,8448000,5.160420894622803,1.2065370082855225,0.010739684104919434,174.23777770996094,0.005974283907562494,0.4053698480129242
5550,1,8524800,5.275829315185547,1.2151769399642944,0.0,195.55258178710938,-0.004259099718183279,0.38407644629478455
5600,1,8601600,5.149510860443115,1.2386023998260498,0.009033143520355225,172.34716796875,0.004150667693465948,0.4045165777206421
5650,1,8678400,5.049376964569092,1.229336142539978,0.0,155.92527770996094,-0.00028639286756515503,0.3940160870552063
5700,1,8755200,5.02310037612915,1.313102126121521,0.02457505464553833,151.8814697265625,0.002880376996472478,0.41228753328323364
5750,1,8832000,5.065120697021484,1.2287101745605469,0.0,158.39955139160156,0.009085317142307758,0.3904407024383545
5800,1,8908800,4.887938976287842,1.25579833984375,0.004837930202484131,132.67984008789062,0.008929681964218616,0.40241897106170654
5850,1,8985600,5.054812431335449,1.2185461521148682,0.0,156.77513122558594,0.007112141698598862,0.37877157330513
5900,1,9062400,5.175169467926025,1.2197246551513672,0.0,176.8265838623047,-0.004636681172996759,0.3853498697280884
5950,1,9139200,5.248185634613037,1.2235764265060425,0.0,190.22084045410156,-0.007318288087844849,0.3965257704257965
6000,1,9216000,5.152809143066406,1.2048208713531494,0.0,172.91656494140625,0.0001652836799621582,0.3967045843601227
6050,1,9292800,5.103745937347412,1.2009215354919434,0.0,164.63748168945312,0.00512100150808692,0.3767313063144684
6100,1,9369600,5.124125957489014,1.2140346765518188,0.0,168.02720642089844,-0.007473055273294449,0.39825719594955444
6150,1,9446400,5.192962169647217,1.2139191627502441,0.0,180.00096130371094,-0.0046116686426103115,0.38969162106513977
6200,1,9523200,5.185207843780518,1.1554182767868042,0.0,178.61056518554688,-0.001094760955311358,0.3742123246192932
6250,1,9600000,5.0349440574646,1.1970707178115845,0.012701749801635742,153.6909942626953,-0.005242911633104086,0.40635088086128235
6300,1,9676800,5.093644142150879,1.2391111850738525,0.0,162.9827117919922,-0.0023750700056552887,0.3976525366306305
6350,1,9753600,5.224008083343506,1.1814075708389282,0.0,185.67691040039062,-0.011114365421235561,0.3742015063762665
6400,1,9830400,5.175442218780518,1.1854897737503052,0.0,176.87481689453125,-0.009854726493358612,0.39124614000320435
6450,1,9907200,5.220962047576904,1.1860588788986206,0.0,185.1121826171875,-0.00030538314604200423,0.3829025626182556
6500,1,9984000,5.230684757232666,1.1738808155059814,0.004720449447631836,186.92076110839844,-0.0056969053111970425,0.4023602306842804
6550,1,10060800,5.349287509918213,1.182663917541504,0.01676177978515625,210.4582977294922,-0.006156218703836203,0.4083808958530426
6600,1,10137600,5.111629009246826,1.173537254333496,0.0,165.94044494628906,-0.0073938071727752686,0.3996666371822357
6650,1,10214400,5.007743835449219,1.1934762001037598,0.04616951942443848,149.56690979003906,-0.00486737722530961,0.4230847656726837
6700,1,10291200,5.336634159088135,1.1652449369430542,0.0,207.8120880126953,-0.005256665404886007,0.3894291818141937
6750,1,10368000,5.218751907348633,1.1605861186981201,0.0,184.70352172851562,-0.004648412112146616,0.3949333727359772
6800,1,10444800,5.162872791290283,1.1655502319335938,0.0,174.66551208496094,-0.01088715810328722,0.3934079706668854
6850,1,10521600,5.1756062507629395,1.1722781658172607,0.0,176.90383911132812,-0.012152650393545628,0.3927466869354248
6900,1,10598400,5.073144435882568,1.1330069303512573,0.0,159.67562866210938,-0.005853591952472925,0.37068456411361694
6950,1,10675200,5.126438140869141,1.1413090229034424,0.0065721869468688965,168.41616821289062,-0.0032551076728850603,0.4032860994338989
7000,1,10752000,4.946333408355713,1.1242241859436035,0.0,140.6582794189453,-0.00827833916991949,0.37490716576576233
7050,1,10828800,4.925920009613037,1.1492886543273926,0.013463973999023438,137.81607055664062,-0.010199191980063915,0.4067319929599762
